Id,Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Number_Of_Reviews,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,Image_Url,Host_id,Host_name,Host_location,Country,Country_code,Longitude,Latitude,Availability_365,Review_Scores
10006546,Ribeira Charming Duplex,House,Entire home/apt,Real Bed,2,30,moderate,8,3.0,5.0,51,80.0,200.0,35.0,15.0,6.0,https://a0.muscache.com/im/pictures/e83e702f-ef49-40fb-8fa0-6512d7e26e9b.jpg?aki_policy=large,51399391,Ana&Gonçalo,"Porto, Porto District, Portugal",Portugal,PT,-8.61308,41.1413,239,89.0
10009999,Horto flat with small garden,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,2.0,0,317.0,0.0,187.0,0.0,1.0,https://a0.muscache.com/im/pictures/5b408b9e-45da-4808-be65-4edc1f29c453.jpg?aki_policy=large,1282196,Ynaie,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.23074991429229,-22.966253551739655,0,0.0
1001265,Ocean View Waikiki Marina w/prkg,Condominium,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2,1.0,1.0,96,115.0,0.0,100.0,0.0,1.0,https://a0.muscache.com/im/pictures/15037101/5aff14a7_original.jpg?aki_policy=large,5448114,David,"Honolulu, Hawaii, United States",United States,US,-157.83919,21.28634,343,84.0
10021707,Private Room in Bushwick,Apartment,Private room,Real Bed,14,1125,flexible,1,1.0,1.0,1,40.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/72844c8c-fec2-440e-a752-bba9b268c361.jpg?aki_policy=large,11275734,Josh,"New York, New York, United States",United States,US,-73.93615,40.69791,0,100.0
10030955,Apt Linda Vista Lagoa - Rio,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,701.0,1000.0,250.0,0.0,1.0,https://a0.muscache.com/im/pictures/59c516bd-c7c3-4dae-8625-aff5f55ece53.jpg?aki_policy=large,51496939,Livia,BR,Brazil,BR,-43.205047082633435,-22.971950988341874,363,0.0
1003530,New York City - Upper West Side Apt,Apartment,Private room,Real Bed,12,360,strict_14_with_grace_period,2,1.0,1.0,70,135.0,0.0,135.0,0.0,1.0,https://a0.muscache.com/im/pictures/15074036/a97119ed_original.jpg?aki_policy=large,454250,Greta,"New York, New York, United States",United States,US,-73.96523,40.79962,93,94.0
10038496,Copacabana Apartment Posto 6,Apartment,Entire home/apt,Real Bed,3,75,strict_14_with_grace_period,4,1.0,3.0,70,119.0,600.0,150.0,40.0,3.0,https://a0.muscache.com/im/pictures/159d489e-62ad-44c4-80a0-fab2a8f3b455.jpg?aki_policy=large,51530266,Ana Valéria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.190849194463404,-22.984339360067814,118,98.0
10047964,Charming Flat in Downtown Moda,House,Entire home/apt,Real Bed,2,1125,flexible,6,2.0,6.0,1,527.0,0.0,211.0,211.0,1.0,https://a0.muscache.com/im/pictures/231120b6-e6e5-4514-93cd-53722ac67de1.jpg?aki_policy=large,1241644,Zeynep,"Istanbul, Istanbul, Turkey",Turkey,TR,29.03133,40.98585,362,100.0
10051164,Catete's Colonial Big Hause Room B,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,8,1.0,8.0,1,250.0,0.0,0.0,40.0,4.0,https://a0.muscache.com/im/pictures/b2119f25-42e1-4770-8072-20de92e65893.jpg?aki_policy=large,51326285,Beatriz,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.18015675229857,-22.92638234778768,296,80.0
10057447,Modern Spacious 1 Bedroom Loft,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2.0,0,50.0,0.0,0.0,31.0,1.0,https://a0.muscache.com/im/pictures/9fa69ad8-c9be-45dd-966b-b8f59bdccb2b.jpg?aki_policy=large,51612949,Konstantin,"Montreal, Quebec, Canada",Canada,CA,-73.59111,45.51889,0,0.0
10057826,Deluxe Loft Suite,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,0.0,2.0,5,205.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/40ace1e3-4917-46e5-994f-30a5965f5159.jpg?aki_policy=large,47554473,Mae,US,United States,US,-73.94472,40.72778,243,88.0
10059244,Ligne verte - à 15 min de métro du centre ville.,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0.0,1.0,0,43.0,0.0,0.0,12.0,1.0,https://a0.muscache.com/im/pictures/af5c069c-ef73-490a-9e47-b48c0ae47c2f.jpg?aki_policy=large,7140229,Caro,"Montreal, Quebec, Canada",Canada,CA,-73.54949,45.54548,32,0.0
10059872,"Soho Cozy, Spacious and Convenient",Apartment,Entire home/apt,Real Bed,4,20,flexible,3,1.0,2.0,3,699.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/4533a1dc-6fd8-4167-938d-391c6eebbc19.jpg?aki_policy=large,51624384,Giovanni,"Hong Kong, Hong Kong",Hong Kong,HK,114.15027,22.28158,0,100.0
10066928,3 chambres au coeur du Plateau,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3.0,3.0,0,140.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/f208bdd7-bdab-4d4d-b529-8e6b1e5a83c1.jpg?aki_policy=large,9036477,Margaux,"Montreal, Quebec, Canada",Canada,CA,-73.57383,45.52233,0,0.0
10069642,Ótimo Apto proximo Parque Olimpico,Apartment,Entire home/apt,Real Bed,15,20,strict_14_with_grace_period,5,2.0,2.0,0,858.0,4476.0,112.0,75.0,1.0,https://a0.muscache.com/im/pictures/5b1f4beb-6e06-41f0-970b-044f2f28d957.jpg?aki_policy=large,51670240,Jonathan,"Resende, Rio de Janeiro, Brazil",Brazil,BR,-43.4311123147628,-23.00035792660916,0,0.0
10082307,Double Room en-suite (307),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,0,361.0,0.0,0.0,130.0,2.0,https://a0.muscache.com/im/pictures/8ee32fb6-2094-42ee-ae6c-ff40b479f9a7.jpg?aki_policy=large,51289938,Ken,Hong Kong,Hong Kong,HK,114.17158,22.30469,365,0.0
10082422,Nice room in Barcelona Center,Apartment,Private room,Real Bed,1,9,flexible,2,1.0,2.0,0,50.0,100.0,10.0,0.0,1.0,https://a0.muscache.com/im/pictures/aed1923a-69a6-4614-99d0-fd5c8f41ebda.jpg?aki_policy=large,30393403,Anna,"Barcelona, Catalonia, Spain",Spain,ES,2.16942,41.40082,0,0.0
10083468,Be Happy in Porto,Loft,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,1.0,178,30.0,0.0,10.0,0.0,1.0,https://a0.muscache.com/im/pictures/9420dabf-661e-4e86-b69c-84d90ceeedb5.jpg?aki_policy=large,27518920,Fábio,"São Félix da Marinha, Porto, Portugal",Portugal,PT,-8.61123,41.15225,335,97.0
10084023,City center private room with bed,Guesthouse,Private room,Futon,1,500,strict_14_with_grace_period,1,1.0,1.0,81,181.0,0.0,50.0,100.0,1.0,https://a0.muscache.com/im/pictures/e6275515-7d73-4a70-bdc4-39ba6497e7d3.jpg?aki_policy=large,51744313,Yi,United States,Hong Kong,HK,114.1669,22.3314,220,92.0
10091713,Surry Hills Studio - Your Perfect Base in Sydney,Apartment,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,2,0.0,1.0,64,181.0,300.0,50.0,0.0,1.0,https://a0.muscache.com/im/pictures/f8eaba4e-d211-42fb-a3ca-887c0ff766f8.jpg?aki_policy=large,13764143,Ben,"New South Wales, Australia",Australia,AU,151.21554,-33.88029,0,95.0
10092679,Cozy house at Beyoğlu,Apartment,Private room,Pull-out Sofa,2,1125,flexible,2,1.0,1.0,27,58.0,0.0,0.0,60.0,1.0,https://a0.muscache.com/im/pictures/23876199-7472-48f4-b215-7c727be47fd7.jpg?aki_policy=large,21331922,Ali,İstanbul,Turkey,TR,28.95825,41.03777,37,99.0
10096773,Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,1,145.0,0.0,60.0,0.0,1.0,https://a0.muscache.com/im/pictures/ceb6e8b2-d006-4f1f-b0c4-001e48de11db.jpg?aki_policy=large,34607505,Scott,"New York, New York, United States",United States,US,-74.00074,40.74577,0,100.0
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,Real Bed,2,30,moderate,2,1.0,1.0,109,185.0,800.0,120.0,0.0,1.0,https://a0.muscache.com/im/pictures/a2e7de4a-6349-4515-acd3-c788d6f2abcf.jpg?aki_policy=large,16187044,Desireé,Australia,Australia,AU,151.21346,-33.87603,265,100.0
10109896,THE Place to See Sydney's FIREWORKS,House,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,1.0,0,250.0,400.0,150.0,0.0,1.0,https://a0.muscache.com/im/pictures/aca46512-3f26-432e-8114-e13fa5707217.jpg?aki_policy=large,6517277,Kristin,"Sydney, New South Wales, Australia",Australia,AU,151.17956,-33.86296,0,0.0
10112159,Downtown Oporto Inn (room cleaning),Hostel,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,0,40.0,0.0,50.0,25.0,2.0,https://a0.muscache.com/im/pictures/442ad717-ecf2-4bb5-a186-17a46cfb5f5f.jpg?aki_policy=large,2649859,Elisabete,"Porto, Porto, Portugal",Portugal,PT,-8.60867,41.1543,359,0.0
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,4.0,3,838.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/fbdaf067-9682-48a6-9838-f51589d4791a.jpg?aki_policy=large,51471538,Ahmet,"Istanbul, İstanbul, Turkey",Turkey,TR,28.98713,41.04841,365,67.0
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2.0,5.0,0,997.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/79955df9-923e-44ee-bc3c-5e88041a8c53.jpg?aki_policy=large,51471538,Ahmet,"Istanbul, İstanbul, Turkey",Turkey,TR,28.98818,41.04772,365,0.0
10116578,Apartamento zona sul do RJ,Apartment,Entire home/apt,Real Bed,1,1125,flexible,5,3.0,3.0,0,933.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/96bb9ea5-a164-4fb6-a136-a21b168a72d7.jpg?aki_policy=large,51915770,Luiz Rodrigo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.1825954762751,-22.930541460367934,365,0.0
10117617,A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,Real Bed,7,180,moderate,2,1.0,1.0,12,40.0,250.0,15.0,0.0,2.0,https://a0.muscache.com/im/pictures/8845f3f6-9775-4c14-9486-fe0997611bda.jpg?aki_policy=large,51920973,Manuela,"Porto, Porto District, Portugal",Portugal,PT,-8.75383,41.3596,46,96.0
10120414,The LES Apartment,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1.0,1.0,0,150.0,200.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/0113fa69-96c5-4241-a949-854a48d8d9e0.jpg?aki_policy=large,33231070,Mert,"New York, New York, United States",United States,US,-73.98944,40.72063,0,0.0
10133350,2 bedroom Upper east side,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5,2.0,2.0,9,275.0,0.0,35.0,0.0,1.0,https://a0.muscache.com/im/pictures/d9886a79-0633-4ab4-b03a-7686bab13d71.jpg?aki_policy=large,52004369,Chelsea,"Sea Cliff, New York, United States",United States,US,-73.95854,40.7664,0,90.0
10133554,Double and triple rooms Blue mosque,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1.0,2.0,29,121.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/68de30b5-ece5-42ab-8152-c1834d5e25fd.jpg?aki_policy=large,52004703,Mehmet Emin,"Istanbul, İstanbul, Turkey",Turkey,TR,28.98009,41.0062,365,92.0
10138784,Room Close to LGA and 35 mins to Times Square,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,123,46.0,0.0,15.0,10.0,1.0,https://a0.muscache.com/im/pictures/f1c9e2c8-c619-4c97-afab-b8bf0ae9ea1d.jpg?aki_policy=large,52031360,Cheer,"New York, New York, United States",United States,US,-73.88025,40.74953,365,99.0
10140368,A bedroom far away from home,Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2,1.0,1.0,239,45.0,0.0,0.0,10.0,1.0,https://a0.muscache.com/im/pictures/e15dbb07-8de4-4e4e-9217-1d0763419532.jpg?aki_policy=large,1017772,Lane,US,United States,US,-73.82257,40.71485,34,95.0
10141950,"Big, Bright & Convenient Sheung Wan",Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0.0,1.0,1,966.0,0.0,118.0,0.0,1.0,https://a0.muscache.com/im/pictures/aee73a00-c7dd-43bd-93eb-8d96de467a89.jpg?aki_policy=large,11435086,Regg,Hong Kong,Hong Kong,HK,114.15007,22.28422,0,100.0
10166883,Large railroad style 3 bedroom apt in Manhattan!,Apartment,Entire home/apt,Real Bed,3,6,strict_14_with_grace_period,9,3.0,4.0,22,180.0,199.0,59.0,19.0,4.0,https://a0.muscache.com/im/pictures/5183470a-9507-4488-b113-57a919d48910.jpg?aki_policy=large,35215309,Vick,"New York, New York, United States",United States,US,-73.93943,40.79805,0,95.0
10166986,Resort-like living in Williamsburg,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,2.0,2.0,1,220.0,0.0,25.0,0.0,1.0,https://a0.muscache.com/im/pictures/e8e3a30b-a3e9-4925-88b2-d3977054be34.jpg?aki_policy=large,14461742,Mohammed,"Paris, Île-de-France, France",United States,US,-73.93869,40.71552,0,100.0
1016739,Private Room (2)  in Guest House at Coogee Beach,House,Private room,Real Bed,3,365,strict_14_with_grace_period,2,1.0,2.0,8,64.0,0.0,30.0,0.0,1.0,https://a0.muscache.com/im/pictures/15288404/3f765cd7_original.jpg?aki_policy=large,5595776,David,"Sydney, New South Wales, Australia",Australia,AU,151.25541,-33.92398,20,100.0
10184012,Apto semi mobiliado,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,2.0,2.0,0,380.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/7636a27c-6f18-41d4-b2ce-ecfa1e561451.jpg?aki_policy=large,52299431,Ricardo,BR,Brazil,BR,-43.24277868091869,-22.915009354482486,365,0.0
10186755,Roof double bed private room,Loft,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,0,185.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/7280244f-cd51-4ac1-a9fd-9acef8a7f0bc.jpg?aki_policy=large,52316085,Mustafa,"Istanbul, İstanbul, Turkey",Turkey,TR,29.03693,41.12452,365,0.0
1019168,"Cozy Nest, heart of the Plateau",Apartment,Private room,Real Bed,2,120,strict_14_with_grace_period,1,1.0,1.0,62,34.0,0.0,25.0,10.0,1.0,https://a0.muscache.com/im/pictures/a27beb17-c028-49a1-a374-9f4244f7b2ff.jpg?aki_policy=large,39300,Lilou,"Montreal, Quebec, Canada",Canada,CA,-73.58774,45.52028,0,98.0
10199760,Uygun nezih daire,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2.0,0,264.0,527.0,26.0,53.0,1.0,https://a0.muscache.com/im/pictures/d714487a-21cf-47b4-ad3c-e983adadc6b7.jpg?aki_policy=large,37417314,Yaşar,"Istanbul, Turkey",Turkey,TR,28.89964,40.99667,365,0.0
10201975,Ipanema: moderno apê 2BR + garagem,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2.0,2.0,24,298.0,600.0,180.0,50.0,2.0,https://a0.muscache.com/im/pictures/d2ccb4bd-1cda-417f-98e4-4d8695ba3a8c.jpg?aki_policy=large,2537111,Barbara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.1998455458952,-22.980051683700506,174,92.0
10209136,"Friendly Apartment, 10m from Manly",Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,4,36.0,0.0,0.0,20.0,2.0,https://a0.muscache.com/im/pictures/f2da856f-1eb3-4b89-af8e-24e95322625d.jpg?aki_policy=large,52453573,Isaac,"Sydney, New South Wales, Australia",Australia,AU,151.26969,-33.79629,0,95.0
10213499,Great studio opp. Narrabeen Lake,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,61,117.0,0.0,0.0,20.0,1.0,https://a0.muscache.com/im/pictures/cf11c8a8-a9e8-476b-bdad-98a3108c1ef5.jpg?aki_policy=large,634664,Tracy,"New South Wales, Australia",Australia,AU,151.29792,-33.71472,26,97.0
10215858,Cozy Queen Guest Room&My,Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,2,1.0,1.0,9,330.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/9dbed061-0c71-4932-b19b-40a115c127f1.jpg?aki_policy=large,52473150,Danny,Hong Kong,Hong Kong,HK,114.17034,22.31655,135,73.0
10220130,Cozy aptartment in Recreio (near Olympic Venues),Apartment,Entire home/apt,Real Bed,2,30,flexible,6,3.0,3.0,0,746.0,0.0,373.0,187.0,4.0,https://a0.muscache.com/im/pictures/f48f9243-6bf3-4dea-bc50-c29d88f4e6b2.jpg?aki_policy=large,31553171,José Augusto,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.45296045334386,-23.008710784460312,0,0.0
1022200,"Kailua-Kona, Kona Coast II 2b condo",Apartment,Entire home/apt,Real Bed,7,7,strict_14_with_grace_period,6,2.0,3.0,1,135.0,200.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/15368256/7f973058_original.jpg?aki_policy=large,3393610,Daniel,"Las Vegas, Nevada, United States",United States,US,-155.96445,19.5702,196,100.0
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,2.0,1,499.0,0.0,99.0,0.0,1.0,https://a0.muscache.com/im/pictures/f3fbbda4-03cb-4c39-81c0-d79600d75f00.jpg?aki_policy=large,12057949,Holly,"Las Vegas, Nevada, United States",United States,US,-156.68012,20.96996,365,100.0
10228731,Quarto inteiro na Tijuca,Apartment,Private room,Real Bed,1,15,flexible,1,1.0,1.0,1,149.0,0.0,30.0,0.0,1.0,https://a0.muscache.com/im/pictures/de6ab94d-9bcb-4f57-80f6-388aeaaa89c6.jpg?aki_policy=large,12673423,Gilberto,"Rio, Rio de Janeiro, Brazil",Brazil,BR,-43.247421907135774,-22.936203246553816,178,100.0
10233856,Twin Bed room+MTR Mongkok shopping&My,Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,3,1.0,2.0,22,400.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/06185984-3faf-4967-8d6d-e24304d0f572.jpg?aki_policy=large,52473150,Danny,Hong Kong,Hong Kong,HK,114.17073,22.31723,145,83.0
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,Guesthouse,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,162,487.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/410fb8a8-673d-44a8-80bd-0b4ac09e6bf2.jpg?aki_policy=large,52491634,Ricky,Hong Kong,Hong Kong,HK,113.92823,22.27671,339,96.0
10264100,Your spot in Copacabana,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,6,2.0,5.0,8,798.0,500.0,150.0,20.0,4.0,https://a0.muscache.com/im/pictures/83dbb5af-8b0c-48a4-b210-4fb60d642119.jpg?aki_policy=large,52772199,Ana Lúcia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.17714541632985,-22.96270793328072,247,100.0
10266175,Makaha Valley Paradise with OceanView,Condominium,Entire home/apt,Pull-out Sofa,3,180,moderate,4,1.0,2.0,32,95.0,0.0,130.0,0.0,1.0,https://a0.muscache.com/im/pictures/daee0612-9889-4ad1-8386-e8d887191a48.jpg?aki_policy=large,42868615,Ray And Lise,"Chilliwack, British Columbia, Canada",United States,US,-158.20291,21.4818,246,98.0
10267144,IPANEMA LUXURY PENTHOUSE with MAID,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,1.0,29,858.0,1865.0,112.0,112.0,3.0,https://a0.muscache.com/im/pictures/5d83827b-eb4f-4bfe-9075-1dc553a2c1a9.jpg?aki_policy=large,4428126,Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.20056249420509,-22.98034625363379,345,99.0
10269320,FloresRooms 3T,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2,0.0,1.0,225,31.0,200.0,10.0,0.0,1.0,https://a0.muscache.com/im/pictures/1404e592-e245-4144-a135-0f49e80f384d.jpg?aki_policy=large,51724179,Andreia,"Porto, Porto District, Portugal",Portugal,PT,-8.61205,41.14404,278,96.0
10280433,~Ao Lele~ Flying Cloud,Treehouse,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2,1.0,1.0,103,185.0,300.0,80.0,0.0,2.0,https://a0.muscache.com/im/pictures/8db00646-53b4-48ad-a1f7-bd88e7129f06.jpg?aki_policy=large,52785887,Mike,"Volcano, Hawaii, United States",United States,US,-155.21763,19.42151,165,99.0
10295352,"Amazing and Big Apt, Ipanema Beach.",Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3.0,4.0,0,1999.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/3424f266-bc71-4847-a9da-c0b3bf95e4ff.jpg?aki_policy=large,52966539,Pedro,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.20465630892734,-22.983108745795256,0,0.0
10299095,Small Room w Bathroom Flamengo Rio de Janeiro,Apartment,Private room,Real Bed,4,1125,moderate,1,1.0,1.0,1,71.0,0.0,20.0,0.0,1.0,https://a0.muscache.com/im/pictures/26459098-5f3e-4d82-a419-1839af1eaa9a.jpg?aki_policy=large,52988408,Fernanda,BR,Brazil,BR,-43.17645081249057,-22.93848268819496,0,80.0
102995,UWS Brownstone Near Central Park,Apartment,Entire home/apt,Real Bed,21,30,moderate,3,1.0,3.0,45,212.0,275.0,120.0,0.0,1.0,https://a0.muscache.com/im/pictures/1915586/9e2d0945_original.jpg?aki_policy=large,178043,Chas,"San Francisco, California, United States",United States,US,-73.9696,40.78558,5,93.0
10306879,Alugo Apart frente mar Barra Tijuca,Apartment,Entire home/apt,Real Bed,10,90,flexible,4,1.0,2.0,0,933.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/86a84e4e-9792-461d-8bd7-452b598becab.jpg?aki_policy=large,53027036,Paulo Cesar,BR,Brazil,BR,-43.36831676949888,-23.011117008024065,363,0.0
103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,Apartment,Entire home/apt,Real Bed,2,300,strict_14_with_grace_period,2,1.0,2.0,117,175.0,300.0,90.0,300.0,2.0,https://a0.muscache.com/im/pictures/fc6b432c-c2a2-4995-9427-60c987615bd6.jpg?aki_policy=large,465278,Ade,"Brooklyn, NY",United States,US,-73.96053,40.71577,363,96.0
10317142,Private OceanFront - Bathtub Beach. Spacious House,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,14,4.0,10.0,32,795.0,1000.0,345.0,0.0,1.0,https://a0.muscache.com/im/pictures/71635659-be9e-4860-90ed-312f37e641c2.jpg?aki_policy=large,53086419,Noah,"Laie, Hawaii, United States",United States,US,-157.91952,21.63549,229,94.0
10324377,Suíte em local tranquilo e seguro,House,Private room,Real Bed,1,1125,moderate,1,1.0,1.0,0,101.0,400.0,100.0,50.0,1.0,https://a0.muscache.com/im/pictures/bffd61db-ade5-458f-a40d-9603fc70acaa.jpg?aki_policy=large,53127432,Renato,Brazil,Brazil,BR,-43.33496705036137,-22.948365490450556,357,0.0
10332161,A large sunny bedroom,Apartment,Private room,Real Bed,3,1125,moderate,1,1.0,1.0,2,35.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/7e68a65c-562e-42b2-bc6c-c95a87eac969.jpg?aki_policy=large,53169195,Ehssan,"New York, New York, United States",United States,US,-73.90052,40.85598,0,90.0
10343118,Best location 1BR Apt in HK - Shops & Sights,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,4,1.0,2.0,145,997.0,1000.0,380.0,160.0,2.0,https://a0.muscache.com/im/pictures/f0134013-7f06-457e-a0fc-5ecd294f43a0.jpg?aki_policy=large,2657469,Simon,Hong Kong,Hong Kong,HK,114.17088,22.29663,170,94.0
10354347,Room For Erasmus,Apartment,Private room,Real Bed,1,1125,flexible,2,2.0,2.0,1,37.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/71d16486-b63a-4407-959e-746fee61b61d.jpg?aki_policy=large,53288729,Kemal,TR,Turkey,TR,29.06064,40.98837,365,0.0
10359729,,Apartment,Private room,Real Bed,1,1125,flexible,4,1.0,2.0,0,105.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/5e2149f5-f226-42ce-aec8-fd9b38e72048.jpg?aki_policy=large,53319251,Seda,TR,Turkey,TR,29.05108,41.08835,0,0.0
1036027,BBC OPORTO 4X2,Apartment,Entire home/apt,Real Bed,3,1125,flexible,8,4.0,8.0,71,100.0,0.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/17204641/40fc3945_original.jpg?aki_policy=large,3104922,Cristina,Madrid,Portugal,PT,-8.60069,41.16246,264,88.0
10373872,Apartamento Mobiliado - Lgo do Machado,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,4,1.0,2.0,0,149.0,1000.0,60.0,40.0,2.0,https://a0.muscache.com/im/pictures/cddd4ce4-1936-4417-9fbb-dfcc557d7bc2.jpg?aki_policy=large,15152328,Marcelo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.178886292069244,-22.931715899178695,316,0.0
1038163,luxury apartment in istanbul taxsim,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,3.0,135,269.0,0.0,60.0,42.0,3.0,https://a0.muscache.com/im/pictures/15668236/28d9f337_original.jpg?aki_policy=large,5386341,Osman,"Istanbul, Turkey",Turkey,TR,28.98538,41.03326,317,91.0
10381879,Pousada das Colonias,Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,9,138.0,0.0,0.0,70.0,2.0,https://a0.muscache.com/im/pictures/c4a83827-424e-4ecb-bcce-aa826d08bad4.jpg?aki_policy=large,48463017,Lidia Maria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.3089745798612,-23.004633399469007,347,98.0
10383490,Quarto Taquara - Jacarepaguá,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,1,101.0,128.0,120.0,20.0,1.0,https://a0.muscache.com/im/pictures/f5e96547-9b65-4b6b-a404-8824f01cc165.jpg?aki_policy=large,3026612,Luana,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.37035220190699,-22.91636184358952,365,100.0
10392282,Banyan Bungalow,Bungalow,Entire home/apt,Real Bed,2,300,flexible,2,0.0,1.0,99,100.0,250.0,80.0,20.0,1.0,https://a0.muscache.com/im/pictures/c5cb209b-c982-4b54-b7a5-81da006ead12.jpg?aki_policy=large,53507053,Bobby,"Waialua, Hawaii, United States",United States,US,-158.1602,21.57561,321,96.0
